document_id,superficie_util,zona_termica,tipo_inmueble,calef_proyec_kwh,acs_proyec_kwh,u_norm_muro_principal,u_norm_muro_secundario,u_norm_techo_principal,u_norm_techo_secundario,log_calef_proyec_kwh,log_acs_proyec_kwh,cluster_hdbscan,cluster_probability,cluster_is_noise
4936622020,58.7,d,casa_pareada,514.4,0.0,1.7,1.7,0.38,0.38,6.244943298218264,0.0,-1,0.0,True
9fea912023,55.5,d,casa_pareada,7230.1,2708.3,1.7,1.7,0.38,0.38,8.8861464474252,7.904445577924863,32,0.9486013635719202,False
54d5c72024,61.8,a,depto,0.0,2794.2,4.0,4.0,0.84,0.84,0.0,7.935658939379792,5,0.938260170776236,False
2933d42024,39.2,d,depto,4403.4,1622.8,1.9,1.9,0.47,0.47,8.390359320239437,7.392524360428346,25,0.8163591033209151,False
ad429d2025,56.9,g,casa_pareada,15112.4,3313.7,1.1,1.1,0.28,0.28,9.623337046499694,8.106122400787239,-1,0.0,True
7fdf892022,44.5,d,depto,2917.2,2280.6,1.9,1.9,0.47,0.47,7.978722266829922,7.732632230219977,25,1.0,False
ae50762022,30.1,d,depto,1397.0,6677.6,1.9,1.9,0.47,0.47,7.242797922793756,8.806663663727235,25,0.35646451757609904,False
cdb0742023,40.3,d,depto,1647.2,1896.8,1.9,1.9,0.47,0.47,7.407439062329283,7.548450599539658,25,1.0,False
b731902024,35.6,d,depto,62.0,1497.4,1.9,1.9,0.47,0.47,4.143134726391533,7.312153151129879,25,0.37269400117568313,False
5f9d2e2020,66.0,a,casa_pareada,3930.3,2931.4,4.0,4.0,0.84,0.84,8.276725438968825,7.9835764793494315,-1,0.0,True
c168902022,51.6,d,depto,3393.8,2563.4,1.9,1.9,0.47,0.47,8.130000128095523,7.849479812113103,25,1.0,False
fa350c2026,44.5,b,depto,2983.1,2799.3,4.0,4.0,0.84,0.84,8.001053472826477,7.937481833281052,1,0.9794596352800033,False
f7fac72023,50.2,g,depto,2666.3,3008.7,1.6,1.6,0.33,0.33,7.8888220037952035,8.009595685001672,29,0.5713235515632101,False
fa659a2026,47.0,d,casa_pareada,4461.5,2381.7,1.7,1.7,0.38,0.38,8.403464426087895,7.775989577440603,31,1.0,False
2699c22024,173.4,d,casa_aislada,19142.5,5355.6,1.9,1.9,0.47,0.47,9.859718511403422,8.586084724435286,18,0.08312962145040378,False
75974e2024,66.7,f,casa_aislada,5551.4,3597.2,1.6,1.6,0.33,0.33,8.621985545700953,8.188188999402518,20,0.7524857154453766,False
661daf2021,51.1,f,depto,5720.2,2953.1,1.7,1.7,0.38,0.38,8.651933852580745,7.990949314921866,21,1.0,False
6a85412025,45.9,d,depto,2027.3,2339.5,1.7,1.7,0.38,0.38,7.614953282764742,7.758119860740125,26,0.7791647762588717,False
3d49c82026,57.8,e,depto,7244.2,3114.3,1.7,1.7,0.38,0.38,8.888094459618761,8.044080734770414,13,0.9218784994336096,False
98a13d2025,70.4,d,casa_pareada,7883.3,3219.5,1.7,1.7,0.38,0.38,8.972628719299042,8.077291905986945,-1,0.0,True
7324922026,52.7,d,casa_pareada,4785.3,2603.4,1.9,1.9,0.47,0.47,8.473512949328738,7.864957601362707,27,1.0,False
37d5712022,91.6,d,casa_pareada,16223.4,3826.6,1.7,1.7,0.38,0.38,9.694271560919331,8.249993253905108,-1,0.0,True
32e17d2024,39.5,d,depto,1504.7,267828.4,1.9,1.9,0.47,0.47,7.317013185328998,12.498105489633913,25,0.09388226716390165,False
0e28932025,45.4,d,depto,246.1,2107.7,1.9,1.9,0.47,0.47,5.509793112994564,7.653826922849969,25,0.5449978794247898,False
c2deec2025,48.0,d,depto,3354.9,2424.2,1.9,1.9,0.47,0.47,8.118475269765316,7.793669274197575,25,1.0,False
d804b22026,39.3,d,depto,1532.7,1804.1,1.9,1.9,0.47,0.47,7.335438395656734,7.498371270894416,25,1.0,False
a723ad2026,48.5,d,depto,6623.8,2440.4,1.9,1.9,0.47,0.47,8.79857546171949,7.8003269242357,25,1.0,False
d849a62023,52.5,g,depto,2331.8,3768.4,1.6,1.6,0.33,0.33,7.754824541814339,8.234671116582527,29,0.3825337426660677,False
8a903e2022,28.7,d,depto,1085.0,4097.4,1.9,1.9,0.47,0.47,6.990256500493881,8.318351932624992,25,0.5773600069270955,False
1b4a002025,48.3,e,casa_aislada,12145.1,2717.9,1.7,1.7,0.38,0.38,9.40476340958681,7.907982665728846,14,1.0,False
6aa9ca2025,47.0,e,casa_pareada,8661.1,2657.7,1.7,1.7,0.38,0.38,9.066712466385836,7.885592560507808,11,1.0,False
63cd812024,70.2,d,depto,7546.6,6512.1,1.9,1.9,0.47,0.47,8.92898491091356,8.781570812336101,25,0.2340000584376841,False
a6af252025,43.7,b,casa_pareada,5049.1,2758.9,3.0,3.0,0.6,0.6,8.527163324053546,7.9229497261707476,8,1.0,False
2ab3d82024,38.6,g,depto,1323.5,2440.0,1.6,1.6,0.33,0.33,7.188790308712124,7.80016307039296,29,0.5122478762681666,False
270efa2022,48.1,d,casa_pareada,3557.9,2424.6,1.9,1.9,0.47,0.47,8.177206787335168,7.793834195448053,27,0.8863618530055648,False
40e8de2026,47.6,d,depto,820.6,2406.8,1.7,1.7,0.38,0.38,6.711253658614348,7.786468746500926,26,0.6747401022907367,False
a09eea2018,34.1,f,depto,3032.3,2128.6,1.7,1.7,0.38,0.38,8.017406414765464,7.663689447640847,21,0.3982663580903364,False
7b0cf02023,28.5,d,depto,668.2,0.0,1.9,1.9,0.47,0.47,6.506082969112669,0.0,12,1.0,False
5036622024,29.0,d,depto,1933.9,1931.9,1.9,1.9,0.47,0.47,7.567810924541883,7.566776744812707,25,1.0,False
102b7c2025,51.5,c,depto,1606.4,2739.6,4.0,4.0,0.84,0.84,7.382373245778618,7.9159321535121006,2,1.0,False
794b892020,72.4,d,depto,694.9,2952.5,1.9,1.9,0.47,0.47,6.545205971850804,7.99074618674729,25,0.3080155852976064,False
afc7062022,48.1,d,casa_pareada,5420.3,2424.6,1.9,1.9,0.47,0.47,8.598090918072227,7.793834195448053,27,1.0,False
ddc1802024,51.3,f,casa_aislada,10629.6,2964.6,1.6,1.6,0.33,0.33,9.271491913769431,7.9948346518365225,20,0.659935216882512,False
e888d82019,42.7,g,casa_aislada,16355.4,2651.3,1.1,1.1,0.28,0.28,9.70237453704267,7.883182467079869,24,1.0,False
e53c6e2025,43.4,d,depto,3450.9,1760.3,1.0,1.0,0.0,0.0,8.146680083069928,7.47380745173825,6,1.0,False
be94aa2025,52.2,g,depto,4397.4,2556.6,1.6,1.6,0.33,0.33,8.388996117410981,7.8468245977456315,29,0.7134633160579574,False
bc63c52024,55.6,a,depto,272.1,2584.9,4.0,4.0,0.84,0.84,5.609838028479659,7.857828888823861,4,0.8613485406312568,False
75b6202022,77.5,d,casa_pareada,11505.4,3093.2,1.9,1.9,0.47,0.47,9.35065868128968,8.037284670284969,27,0.3310187374824505,False
5967da2024,47.3,d,depto,1845.1,32127.2,1.9,1.9,0.47,0.47,7.520830584776523,10.377489428131627,25,0.24682320644987502,False
caef642020,70.2,d,casa_aislada,13727.7,3213.0,3.0,3.0,0.6,0.6,9.527243811103753,8.075271546297458,-1,0.0,True
30eced2022,51.9,b,depto,9253.3,3159.8,3.0,3.0,0.6,0.6,9.132843587355138,8.058580439097181,8,1.0,False
3effac2024,63.1,d,depto,1386.5,2978.7,1.9,1.9,0.47,0.47,7.2352588456205895,7.999577903290831,25,0.5679187060808295,False
c8e0e62023,71.7,d,depto,3363.2,3259.6,1.9,1.9,0.47,0.47,8.120945472357683,8.089666506505553,25,0.6218438625705452,False
13c62a2020,79.6,d,casa_aislada,3490.3,977.5,1.7,1.7,0.38,0.38,8.158029438674916,6.886020786836131,17,0.7301218291075934,False
2ef05b2019,38.3,d,depto,487.0,1768.7,1.0,1.0,0.0,0.0,6.1903154058531475,7.4785653196771396,6,0.9221008576633739,False
0fc64e2025,49.1,e,depto,8748.2,2751.3,1.7,1.7,0.38,0.38,9.076717546600385,7.920192204739806,13,0.5545324508999987,False
edd1102025,42.3,g,depto,4053.0,3176.5,1.6,1.6,0.33,0.33,8.307459327011946,8.063850003063608,29,0.4872522080665939,False
cdebd82023,49.8,f,depto,3151.9,2896.9,1.6,1.6,0.33,0.33,8.056077943215906,7.971741615729017,22,1.0,False
b25dcf2026,46.5,d,depto,3144.3,2362.9,1.9,1.9,0.47,0.47,8.053664554092405,7.768068076446835,25,1.0,False
56a7fc2019,41.8,d,depto,2495.6,1455.8,1.9,1.9,0.47,0.47,7.822685085216951,7.283997528413398,25,0.6136055942759353,False
a4b87f2021,39.4,g,depto,4794.4,2478.9,1.6,1.6,0.33,0.33,8.47541240406767,7.815973515765406,29,0.5133188459702537,False
0375c62021,51.9,f,depto,6791.1,2988.1,1.7,1.7,0.38,0.38,8.823515451086568,8.00272761772965,21,1.0,False
a095242025,53.6,d,casa_pareada,6502.4,2639.7,1.9,1.9,0.47,0.47,8.78008039604976,7.878799312509063,27,1.0,False
1073b22022,99.0,d,casa_aislada,2964.6,3228.7,1.7,1.7,0.38,0.38,7.9948346518365225,8.080144532646191,17,0.5302892579462555,False
dda5a82026,40.6,d,depto,505.8,0.0,1.9,1.9,0.47,0.47,6.228116448446984,0.0,12,1.0,False
86ae872025,48.6,d,depto,6887.7,2447.5,1.9,1.9,0.47,0.47,8.837637666960253,7.803230871142372,25,1.0,False
860a482019,53.6,f,casa_aislada,11649.2,3061.8,1.7,1.7,0.38,0.38,9.363078626228463,8.027084809238968,19,0.8932001294309782,False
901c242021,74.1,d,casa_aislada,14283.0,3332.5,1.9,1.9,0.47,0.47,9.566895308714338,8.111778082058114,18,0.7528193402893595,False
5bfe5e2024,57.8,e,depto,3520.8,3114.3,1.7,1.7,0.38,0.38,8.166727501526678,8.044080734770414,13,1.0,False
9d17c52023,55.8,c,depto,4195.4,2910.3,3.0,3.0,0.6,0.6,8.341982293857331,7.976354995804179,9,0.6739088918438466,False
304db62020,42.4,d,casa_pareada,6621.9,2195.3,1.9,1.9,0.47,0.47,8.79828861947321,7.694529405320707,27,1.0,False
17a8722025,57.8,e,depto,3790.8,3114.3,1.7,1.7,0.38,0.38,8.240596119367938,8.044080734770414,13,1.0,False
09a4252026,43.5,d,depto,1103.9,2016.2,1.9,1.9,0.47,0.47,7.007510112119129,7.60946569020257,25,0.8494346831767583,False
f47e2e2021,42.9,d,depto,2127.3,3558.9,1.9,1.9,0.47,0.47,7.663078817968758,8.177487733563908,25,0.455418696631833,False
6f8e922026,40.2,e,depto,1223.7,3611.9,1.7,1.7,0.38,0.38,7.110451195027242,8.192266052934544,13,0.36348294976081197,False
ee30a02023,49.9,a,depto,1110.5,2380.1,4.0,4.0,0.84,0.84,7.013465733404251,7.775317844764939,4,0.6360387980431328,False
73b19a2024,81.1,d,casa_aislada,12038.5,3540.1,1.9,1.9,0.47,0.47,9.395948189761288,8.172192692323142,18,0.725815048881088,False
a2106a2025,51.0,e,depto,286.5,2832.2,1.7,1.7,0.38,0.38,5.661222860237405,7.949162093879467,13,0.31669192570566546,False
e085b22025,46.5,d,depto,6418.5,2362.9,1.9,1.9,0.47,0.47,8.767095512031139,7.768068076446835,25,1.0,False
f72d8f2025,57.8,d,depto,6432.3,2790.9,1.9,1.9,0.47,0.47,8.769242904864294,7.934477646621922,25,1.0,False
7d1f802021,45.3,d,depto,4326.6,2314.8,3.0,3.0,0.6,0.6,8.372768394813418,7.747510479178173,10,0.33866575449829633,False
a28ad92025,43.8,e,depto,2407.7,2511.3,1.7,1.7,0.38,0.38,7.786842461858748,7.828953947208875,13,0.641088935038813,False
caf13b2023,55.0,a,depto,406.3,2564.2,4.0,4.0,0.84,0.84,6.009550014654367,7.849791727274708,4,1.0,False
eb30e82026,47.0,d,casa_pareada,4690.5,2381.7,1.7,1.7,0.38,0.38,8.453507639730104,7.775989577440603,31,1.0,False
c158cb2023,44.2,c,depto,2214.8,2429.4,4.0,4.0,0.84,0.84,7.7033687910865725,7.795811131841509,2,0.7226667826761586,False
0aa24c2019,45.2,f,depto,1872.4,2684.1,1.6,1.6,0.33,0.33,7.5355102407750305,7.895473250197285,22,0.6699631071667246,False
b5c0dc2021,49.5,f,depto,4340.1,2881.1,1.7,1.7,0.38,0.38,8.375883051201047,7.966274474083803,21,0.8976456180687592,False
d5aef12022,47.1,d,depto,2107.1,1439.6,1.9,1.9,0.47,0.47,7.653542346866262,7.272814972455262,25,0.5507150413278353,False
920b1e2026,48.5,d,depto,6828.8,2440.4,1.9,1.9,0.47,0.47,8.829050669559226,7.8003269242357,25,1.0,False
7945822020,48.4,c,depto,3065.9,2054.9,3.0,3.0,0.6,0.6,8.028422558431078,7.628468987259888,9,0.8846043187264319,False
86546f2021,44.0,d,depto,2892.1,2035.5,1.9,1.9,0.47,0.47,7.970083870573,7.618987927088467,25,1.0,False
a44cce2025,49.5,d,casa_pareada,6605.7,2482.0,1.9,1.9,0.47,0.47,8.79583956461182,7.817222785508166,27,1.0,False
45a8822022,51.8,d,casa_pareada,5065.5,2568.7,1.7,1.7,0.38,0.38,8.530405522888373,7.8515444395581016,32,0.6652142855680886,False
c19e232023,41.2,f,casa_aislada,12779.2,2488.4,1.6,1.6,0.33,0.33,9.455652377261343,7.819796996566877,20,1.0,False
c6d3b42026,59.2,d,casa_pareada,13138.6,1990.3,1.9,1.9,0.47,0.47,9.483385850174948,7.596542970764629,27,0.24300213083874686,False
a7735d2024,55.3,d,casa_pareada,5347.3,2700.2,1.9,1.9,0.47,0.47,8.584534032385251,7.901451397700686,27,0.7359358268094964,False
7a84972024,52.5,d,depto,707.4,2597.6,1.9,1.9,0.47,0.47,6.563008905908679,7.862728117448636,25,0.6998616384845915,False
d442482025,48.3,b,depto,302.9,2987.9,4.0,4.0,0.84,0.84,5.716698699922747,8.00266070571892,1,0.4384172814576046,False
60bcc52026,49.1,d,depto,1235.3,2465.6,1.9,1.9,0.47,0.47,7.119878327012882,7.810595963131887,25,1.0,False
d571b22024,27.3,d,depto,1679.8,1829.0,1.9,1.9,0.47,0.47,7.427025149530791,7.512071245835466,25,0.8843180455545673,False
55be322025,27.2,d,depto,879.2,1644.0,1.9,1.9,0.47,0.47,6.780149154376991,7.405495663199472,25,1.0,False
0a98c72025,49.8,g,depto,4148.3,2993.3,1.6,1.6,0.33,0.33,8.330694924298772,8.00446576036065,29,1.0,False
2924692026,57.8,e,depto,3358.0,3114.3,1.7,1.7,0.38,0.38,8.119398589612294,8.044080734770414,13,1.0,False
4d12942023,49.9,d,depto,4669.8,2496.7,1.9,1.9,0.47,0.47,8.44908564220156,7.82312558739655,25,1.0,False
7197492024,50.3,g,casa_aislada,13968.5,3013.8,1.6,1.6,0.33,0.33,9.544631660629822,8.011288771969316,23,1.0,False
766dd02023,49.4,d,depto,3160.8,2477.3,1.9,1.9,0.47,0.47,8.058896764662087,7.815328120236569,25,1.0,False
0bdc442024,46.0,b,depto,534.1,3132.0,4.0,4.0,0.84,0.84,6.282453645317259,8.049746290952191,1,0.7095369885610302,False
5e6c762024,32.0,d,depto,3302.3,1367.7,1.9,1.9,0.47,0.47,8.102677247787655,7.221616663217221,25,0.798721614679967,False
f271d22025,40.6,d,depto,4239.5,2117.7,1.9,1.9,0.47,0.47,8.352436465801755,7.658557972030245,25,0.867606085855653,False
f21a312024,49.5,f,casa_aislada,8966.4,2882.5,1.7,1.7,0.38,0.38,9.101351057964278,7.966760113055467,19,1.0,False
f9ab202024,31.8,d,depto,3674.0,2085.9,1.9,1.9,0.47,0.47,8.209308411646937,7.6434349902607845,25,0.796518149661429,False
9eef2c2024,53.1,c,depto,2078.6,2804.4,4.0,4.0,0.84,0.84,7.639930846509561,7.939301410285571,2,1.0,False
ac94e02022,51.8,d,casa_pareada,5176.8,2568.7,1.7,1.7,0.38,0.38,8.552135534613802,7.8515444395581016,32,0.6652142855680886,False
613abb2025,62.2,d,casa_pareada,5103.0,2945.7,1.7,1.7,0.38,0.38,8.537779825024625,7.9884411791167915,32,0.821670558440282,False
b8c2bb2025,49.8,f,depto,2802.4,2896.0,1.6,1.6,0.33,0.33,7.938588245228957,7.9714309977693505,22,1.0,False
d2aca82024,50.3,g,casa_aislada,13739.0,3013.8,1.6,1.6,0.33,0.33,9.52806656577634,8.011288771969316,23,1.0,False
8046f62025,47.4,b,depto,4726.2,2648.8,4.0,4.0,0.84,0.84,8.461088340031464,7.882239444434023,1,0.565863400750583,False
83bee52025,53.1,e,depto,0.0,2922.6,1.7,1.7,0.38,0.38,0.0,7.980571012606236,13,0.039083084012610486,False
77999c2026,57.8,d,depto,6056.4,2790.9,1.9,1.9,0.47,0.47,8.709035944093829,7.934477646621922,25,1.0,False
c00fb02020,42.0,f,depto,10808.0,2531.0,1.7,1.7,0.38,0.38,9.288134399416203,7.836764783264067,21,0.5014082759717595,False
24a01a2025,59.2,g,depto,2664.6,3413.3,1.6,1.6,0.33,0.33,7.888184451972523,8.135727772955955,29,0.2902684572442795,False
db5f8d2024,56.5,d,depto,1077.6,2161.6,1.9,1.9,0.47,0.47,6.983419182903127,7.679066480511437,25,0.6452308912626162,False
3972812026,31.3,e,depto,5214.3,2298.8,1.7,1.7,0.38,0.38,8.559351892146546,7.7405774416145645,13,0.26122566556024174,False
ddd9832025,53.1,c,casa_pareada,3074.5,2805.5,4.0,4.0,0.84,0.84,8.031222768648423,7.939693434382254,3,1.0,False
b32d072025,29.0,d,depto,1205.5,1258.6,1.9,1.9,0.47,0.47,7.095478885065086,7.13854948922687,25,1.0,False
6b62362023,50.2,d,depto,6361.8,2507.6,1.9,1.9,0.47,0.47,8.758223811024205,7.827480107590574,25,1.0,False
d7edd82018,45.2,d,casa_pareada,4318.2,2311.6,1.9,1.9,0.47,0.47,8.370825478904077,7.746127711694862,27,1.0,False
71dbfa2023,57.8,d,depto,3462.1,2790.9,1.9,1.9,0.47,0.47,8.149919420682004,7.934477646621922,25,1.0,False
0d0c502026,58.6,i,casa_pareada,33690.7,3839.6,0.6,0.6,0.25,0.25,10.425006795204705,8.253383883376012,0,1.0,False
37aae12022,30.1,d,depto,1317.2,6676.5,1.9,1.9,0.47,0.47,7.184022448618619,8.806498944984115,25,0.34921790953983933,False
dac10b2018,52.8,a,depto,74.4,1313.8,4.0,4.0,0.84,0.84,4.32280727501391,7.1814398417900644,4,0.3152299450497595,False
3a5d172025,62.2,d,casa_pareada,6907.8,2945.7,1.7,1.7,0.38,0.38,8.840551240320488,7.9884411791167915,32,0.8690599200659345,False
45f5a72026,47.6,d,depto,951.2,2406.8,1.7,1.7,0.38,0.38,6.858775096760419,7.786468746500926,26,0.8598323297215316,False
defaa82025,63.6,d,casa_aislada,29183.9,2994.6,1.9,1.9,0.47,0.47,10.281406731214341,8.004899824375212,18,0.18578188292888978,False
2fcca72018,67.5,e,casa_aislada,15205.3,4354.9,1.0,1.0,0.0,0.0,9.629465094648088,8.3792865269482,-1,0.0,True
f394502026,49.4,f,depto,1729.4,2876.1,1.6,1.6,0.33,0.33,7.456107874638849,7.964538121376407,22,1.0,False
8037542018,52.8,a,depto,74.4,1313.8,4.0,4.0,0.84,0.84,4.32280727501391,7.1814398417900644,4,0.3152299450497595,False
fbdc402023,27.1,d,depto,220.9,1184.1,1.9,1.9,0.47,0.47,5.402226829938548,7.077582438194403,25,0.5484726669735539,False
1481252025,53.3,c,depto,1209.3,2811.1,4.0,4.0,0.84,0.84,7.0986235417445585,7.941686814175914,2,0.844755464903799,False
4951d92022,55.5,d,casa_pareada,7593.0,2708.3,1.7,1.7,0.38,0.38,8.935113740791747,7.904445577924863,32,0.9486013635719202,False
dfa3ad2022,41.4,f,casa_aislada,13099.8,2497.8,1.6,1.6,0.33,0.33,9.480428576026915,7.8235658956194145,20,1.0,False
ca79ad2024,29.7,d,depto,1741.9,886.4,1.9,1.9,0.47,0.47,7.463305671527636,6.788295838944809,25,0.4816464152310344,False
40247f2025,47.8,d,casa_pareada,7226.7,2415.9,1.9,1.9,0.47,0.47,8.88567614559342,7.790241006243931,27,1.0,False
e1b6772024,30.5,d,depto,127.3,0.0,1.9,1.9,0.47,0.47,4.8543712716215905,0.0,12,1.0,False
d491ad2023,55.1,d,depto,10534.5,2694.4,3.0,3.0,0.6,0.6,9.262505785956861,7.899301895335059,10,0.2632543429300267,False
97bdb82025,65.3,f,depto,1204.2,3544.8,1.7,1.7,0.38,0.38,7.094400807256147,8.17351908346428,21,0.3008745162667398,False
6523b42021,52.1,d,casa_pareada,4844.3,2580.9,1.7,1.7,0.38,0.38,8.485764441912577,7.85628084098965,32,0.6652142855680886,False
cd3ca72022,54.5,f,depto,3453.0,3102.0,1.7,1.7,0.38,0.38,8.147288258706624,8.04012466444838,21,0.9576496025943761,False
533e292024,46.8,d,depto,261.1,2375.3,1.7,1.7,0.38,0.38,5.568726110329361,7.773299935138343,26,0.23142909771982012,False
5e42b02024,39.0,d,depto,793.6,0.0,1.9,1.9,0.47,0.47,6.677838843380498,0.0,12,1.0,False
e6295f2024,53.8,d,depto,2766.2,2645.0,1.9,1.9,0.47,0.47,7.925591257622959,7.880804344674901,25,1.0,False
769a4c2020,46.2,f,casa_pareada,10708.4,2729.7,1.7,1.7,0.38,0.38,9.278877139463518,7.912313265567924,15,0.27882304434723054,False
6ff7b12026,54.3,e,casa_pareada,1939.2,2973.0,1.7,1.7,0.38,0.38,7.5705463395271835,7.9976631270201,11,0.1510575226588109,False
44db5b2025,44.8,c,depto,3336.9,2454.4,3.0,3.0,0.6,0.6,8.113097145714312,7.80604495974674,9,0.9662130137989485,False
774c8e2021,41.6,g,depto,3799.0,2592.9,1.6,1.6,0.33,0.33,8.242756345714477,7.860917813632143,29,0.6113784724934144,False
19790f2022,41.8,f,casa_aislada,15491.4,2522.2,1.6,1.6,0.33,0.33,9.648104860079268,7.833283216208774,20,1.0,False
681b072021,46.2,f,casa_pareada,9573.2,2729.7,1.7,1.7,0.38,0.38,9.166827259644437,7.912313265567924,15,1.0,False
03ab712019,73.7,d,casa_aislada,15755.6,3322.4,1.0,1.0,0.0,0.0,9.665014604096895,8.108743634267114,7,1.0,False
1db5682026,45.7,g,depto,2425.9,2798.6,1.6,1.6,0.33,0.33,7.794370001746291,7.937231828815385,29,0.5976912000529839,False
d3d3aa2020,52.3,f,depto,11347.5,3008.8,1.7,1.7,0.38,0.38,9.336840855585525,8.009628910352617,21,0.9416795637248541,False
a48d6d2021,46.2,f,casa_pareada,9573.2,2729.7,1.7,1.7,0.38,0.38,9.166827259644437,7.912313265567924,15,1.0,False
2a3e0b2022,48.6,d,depto,2503.5,2445.9,1.9,1.9,0.47,0.47,7.825844392797672,7.802577196240639,25,1.0,False
0d46472022,28.2,d,depto,263.4,1558.6,3.0,3.0,0.6,0.6,5.577463107977531,7.352184657108443,10,0.03910341672224484,False
a75fce2024,50.9,c,depto,0.0,2715.7,3.0,3.0,0.6,0.6,0.0,7.907173187430174,9,0.10689174598666895,False
04d8942025,57.8,d,casa_pareada,5562.9,645.1,1.7,1.7,0.38,0.38,8.6240545802003,6.47095429056412,-1,0.0,True
de9fe02025,51.4,a,depto,35.1,2436.4,4.0,4.0,0.84,0.84,3.586292865338835,7.798687176389402,4,0.3095623085313972,False
59ce842021,51.3,d,depto,7163.9,2551.9,1.9,1.9,0.47,0.47,8.876949383430752,7.844985246869948,25,1.0,False
f72e2f2025,51.9,b,depto,2959.8,3160.7,4.0,4.0,0.84,0.84,7.993214781071947,8.058865136608,1,1.0,False
4607892024,31.2,d,depto,559.0,1337.7,1.9,1.9,0.47,0.47,6.327936783729195,7.1994542727918525,25,0.7201323497317421,False
c1e42d2023,57.3,c,depto,1845.5,2337.5,3.0,3.0,0.6,0.6,7.521047234292618,7.757264977165941,9,0.791756919936248,False
f7e84f2023,49.5,f,casa_aislada,14306.0,2882.0,1.6,1.6,0.33,0.33,9.568504206966335,7.9665866976384025,20,0.8465480733635897,False
cc42b02025,50.4,d,depto,1889.9,0.0,1.9,1.9,0.47,0.47,7.544808185187174,0.0,12,1.0,False
69a8ad2026,47.3,d,depto,4216.9,2394.1,1.9,1.9,0.47,0.47,8.347092652839239,7.781180262626801,25,1.0,False
fdb6b82019,61.7,d,depto,6115.7,2929.8,1.9,1.9,0.47,0.47,8.718778014391038,7.9830307022858085,25,0.8605848476073229,False
b7b6552026,48.7,e,casa_aislada,13769.8,2735.5,1.7,1.7,0.38,0.38,9.530305687348116,7.914435010583973,14,1.0,False
7fc06e2023,52.2,g,depto,7301.0,3104.4,1.6,1.6,0.33,0.33,8.895903562215581,8.040897810547069,29,0.8810232385591402,False
455b242023,49.9,d,depto,3468.8,2495.6,3.0,3.0,0.6,0.6,8.151852234392228,7.822685085216951,10,0.628595964088705,False
926ac82024,49.4,d,depto,5237.0,2476.9,1.9,1.9,0.47,0.47,8.563695025067657,7.815166706249697,25,1.0,False
6a6bcb2022,84.4,d,depto,2328.4,5021.3,1.9,1.9,0.47,0.47,7.753366002668551,8.521643275089849,25,0.33739503902558343,False
fb68cd2026,43.8,d,depto,3005.6,2251.0,1.9,1.9,0.47,0.47,8.008565151193734,7.719573989259581,25,1.0,False
0971d82025,43.2,f,depto,2215.8,2587.7,1.6,1.6,0.33,0.33,7.703819993548769,7.8589110981823715,22,0.6870293813036434,False
e437242026,130.9,f,casa_aislada,6438.0,5442.2,1.6,1.6,0.33,0.33,8.770128527538184,8.602122402201543,-1,0.0,True
0cc73b2024,56.6,c,casa_aislada,9198.8,2941.5,4.0,4.0,0.84,0.84,9.126937023670399,7.9870148391344316,-1,0.0,True
9a5d762026,42.6,c,depto,2022.0,2853.7,4.0,4.0,0.84,0.84,7.612336837167746,7.956722037759839,2,0.6170665383264915,False
06b1d82022,47.4,c,casa_pareada,1831.6,2567.5,4.0,4.0,0.84,0.84,7.513491002531113,7.851077349907323,3,0.8939717058847809,False
0ad6f62024,46.0,b,depto,597.4,3132.0,4.0,4.0,0.84,0.84,6.394259426660267,8.049746290952191,1,0.8065176624730138,False
4a77642025,57.8,d,depto,9098.8,2790.9,1.9,1.9,0.47,0.47,9.116007714241443,7.934477646621922,25,0.9978703667367934,False
323a9e2024,79.7,c,depto,483.2,7418.7,4.0,4.0,0.84,0.84,6.182498044503958,8.911893904077214,2,0.12336064236655839,False
a28aa92022,51.3,d,depto,7500.4,2551.9,1.9,1.9,0.47,0.47,8.922844948771013,7.844985246869948,25,1.0,False
686f8c2024,63.1,d,depto,4134.3,2978.6,1.9,1.9,0.47,0.47,8.327315156216635,7.999544342302121,25,1.0,False
2d55962025,32.5,d,depto,2359.2,1386.3,1.9,1.9,0.47,0.47,7.766501640191648,7.23511469108668,25,0.7938446464862929,False
d52cf82020,45.2,d,depto,3966.4,2310.0,1.9,1.9,0.47,0.47,8.285866247294008,7.745435610274381,25,1.0,False
878f322025,59.5,a,depto,0.0,2719.2,4.0,4.0,0.84,0.84,0.0,7.908460685998653,5,1.0,False
f0da852019,67.9,f,casa_aislada,7466.9,3644.4,1.7,1.7,0.38,0.38,8.918369114105971,8.201221377790834,19,0.5698677206399543,False
f4aa722022,47.9,d,depto,2898.6,2417.1,3.0,3.0,0.6,0.6,7.972328075426723,7.790737386812551,10,0.41831014293073765,False
5932282025,31.9,d,depto,1471.9,1363.0,1.9,1.9,0.47,0.47,7.294988525495498,7.218176838403408,25,1.0,False
47d4bf2024,36.1,d,depto,246.1,1513.2,1.9,1.9,0.47,0.47,5.509793112994564,7.322642525669206,25,0.5664016564194402,False
1fac4e2022,46.4,d,casa_aislada,6431.8,2359.3,1.9,1.9,0.47,0.47,8.769165181233939,7.766544008584834,18,0.2772450936140491,False
2172102023,103.0,d,depto,6471.0,4108.0,1.9,1.9,0.47,0.47,8.775240458738327,8.32093496888341,25,0.18816177865567374,False
